iter	Logloss
121	0.5335060502
122	0.5334744351
123	0.5334280641
124	0.5333798848
125	0.5333198894
126	0.5332345463
127	0.533192273
128	0.5331706243
129	0.5331299361
130	0.5330823767
131	0.5330527609
132	0.5330094253
133	0.53298317
134	0.5329606344
135	0.532864692
136	0.5328172762
137	0.5327436082
138	0.5327003032
139	0.5326270591
140	0.5325920345
141	0.5325648829
142	0.5325442974
143	0.5325119043
144	0.5324849941
145	0.5324570633
146	0.5324140331
147	0.5323509901
148	0.5323176104
149	0.5322413488
150	0.5322143301
151	0.5321682388
152	0.5321291762
153	0.5320767373
154	0.5320350477
155	0.5319935491
156	0.5319177601
157	0.5318509074
158	0.5317396485
159	0.5317350703
160	0.531697264
161	0.5316617445
162	0.5316177335
163	0.5315812604
164	0.5315490105
165	0.531508831
166	0.5314590419
167	0.5314339284
168	0.5314041283
169	0.5313585635
170	0.5313284991
171	0.531276677
172	0.5312512557
173	0.5311607695
174	0.5311224802
175	0.5310713512
176	0.5310110454
177	0.5309455428
178	0.5308815762
179	0.530818892
180	0.5307902729
181	0.530779297
182	0.5307400738
183	0.5307086568
184	0.5306863577
185	0.5306461295
186	0.5306179688
187	0.5305568347
188	0.5305200686
189	0.5304714109
190	0.5304215076
191	0.5303728446
192	0.5303410664
193	0.5302683968
194	0.5302205178
195	0.5301789962
196	0.5301029531
197	0.5300425638
198	0.5300106786
199	0.5299651303
200	0.5298965802
201	0.5298590854
202	0.5297983139
203	0.5297538362
204	0.5297049639
205	0.529642945
206	0.5296124851
207	0.5295730398
208	0.5295416319
209	0.529505535
210	0.5294815609
211	0.5294289783
212	0.5293841551
213	0.5293406792
214	0.5293040878
215	0.5292276762
216	0.5291954924
217	0.5291516295
218	0.5290926396
219	0.5290499036
220	0.5289968425
221	0.528976348
222	0.5289492565
223	0.5289162135
224	0.5288725439
225	0.5288190623
226	0.5287803805
227	0.5286983612
228	0.5286509156
229	0.5286112965
230	0.5285584752
231	0.528534312
232	0.5284888911
233	0.5284502433
234	0.5283684228
235	0.5283247166
236	0.5282510512
237	0.5281994472
238	0.5281594096
239	0.5281171276
240	0.5280743568
241	0.5280330252
242	0.5279841119
243	0.5279475024
244	0.5279067856
245	0.5278655308
246	0.5278320639
247	0.5278195563
248	0.5277870204
249	0.5277659676
250	0.527732433
251	0.5277025171
252	0.5276949837
253	0.5276389619
254	0.5275801244
255	0.5275459676
256	0.5275035064
257	0.527454411
258	0.5274149638
259	0.5273809754
260	0.5273591062
261	0.5273349118
262	0.527301332
263	0.5272658074
264	0.5272134572
265	0.5271798169
266	0.5271556936
267	0.5270833836
268	0.5270159345
269	0.5269709661
270	0.5269407424
271	0.5269165808
272	0.5268797097
273	0.5268458093
274	0.5268117992
275	0.5267600929
276	0.5267198233
277	0.5266760301
278	0.5266385866
279	0.5265878945
280	0.5265819515
281	0.5265413934
282	0.5264774936
283	0.5264388992
284	0.5264048707
285	0.5263783611
286	0.5263094836
287	0.5262594934
288	0.5262333891
289	0.5261587132
290	0.5261248432
291	0.5260889219
292	0.526036764
293	0.5259843407
294	0.5259315116
295	0.5258963134
296	0.5258615043
297	0.5258003611
298	0.5257919168
299	0.5257710998
300	0.525717128
301	0.5256448097
302	0.5256066711
303	0.5255780192
304	0.5255204547
305	0.5254668047
306	0.5254168646
307	0.5253641028
308	0.525324589
309	0.5252929804
310	0.5252539325
311	0.5252130604
312	0.5251665007
313	0.525117336
314	0.5250484887
315	0.5250040177
316	0.5249570584
317	0.5249321742
318	0.5248904838
319	0.5248637981
320	0.5248381606
321	0.5248067138
322	0.5247613774
323	0.5247167963
324	0.5246732801
325	0.5246426153
326	0.5246256612
327	0.5245994421
328	0.5245431613
329	0.5245301748
330	0.5244842557
331	0.5244450598
332	0.5243838028
333	0.5243414424
334	0.5243087194
335	0.5242673274
336	0.5242218783
337	0.5241768377
338	0.5241352238
339	0.5240937291
340	0.5240491826
341	0.5240425421
342	0.523998473
343	0.5239527212
344	0.5239312971
345	0.523902814
346	0.5238596647
347	0.5238022615
348	0.5237591967
349	0.5237361228
350	0.5237071878
351	0.5236892586
352	0.5236451664
353	0.5236137784
354	0.5236099188
355	0.5235739954
356	0.5235435603
357	0.5235161141
358	0.5234894421
359	0.5234474355
360	0.5234105579
361	0.5233706136
362	0.5233235617
363	0.5232716503
364	0.5232459304
365	0.5232070475
366	0.5231827846
367	0.5231771393
368	0.5231501089
369	0.523126895
370	0.5230748615
371	0.5230504657
372	0.5230182943
373	0.5229827863
374	0.5229355706
375	0.5229183037
376	0.5228643995
377	0.5228203283
378	0.5227957761
379	0.5227567115
380	0.5227142408
381	0.5226695841
382	0.5226184984
383	0.5225640197
384	0.5225204702
385	0.5224597831
386	0.5224305165
387	0.5224036706
388	0.5223621612
389	0.5223297969
390	0.5222729852
391	0.5222136988
392	0.5221764517
393	0.5221127601
394	0.5221032905
395	0.5220377641
396	0.5220110516
397	0.5219791524
398	0.5219764739
399	0.5219545154
400	0.5219233203
401	0.5218936174
402	0.5218347812
403	0.5217664661
404	0.521728944
405	0.5216770799
406	0.5216081758
407	0.5215772133
408	0.5215452695
409	0.5215193075
410	0.5214971935
411	0.5214918924
412	0.5214546819
413	0.5214234049
414	0.5213817284
415	0.5213353573
416	0.5212839892
417	0.5212507576
418	0.5211981872
419	0.5211575779
420	0.5211320666
421	0.5210867576
422	0.521057682
423	0.5210092144
424	0.5209652897
425	0.5209599977
426	0.520917004
427	0.5208871912
428	0.5208841681
429	0.5208712463
430	0.520866038
431	0.5208429737
432	0.5207688706
433	0.5207656992
434	0.5207389049
435	0.5207278631
436	0.5206834616
437	0.5206451832
438	0.5206147685
439	0.520579122
440	0.5205339176
441	0.5204929285
442	0.5204618927
443	0.5204252329
444	0.5204208545
445	0.5203806673
446	0.5203183842
447	0.5202941083
448	0.5202516643
449	0.5202453496
450	0.5202190827
451	0.5201913412
452	0.5201535077
453	0.5201183427
454	0.5201147713
455	0.5200689244
456	0.5200170721
457	0.5199608635
458	0.519922925
459	0.5198964445
460	0.5198432382
461	0.5197904699
462	0.5197542703
463	0.5197532752
464	0.5197254835
465	0.5197119141
466	0.5196844892
467	0.5196435747
468	0.5195811738
469	0.5195317232
470	0.5194975112
471	0.5194761117
472	0.5194610032
473	0.5193929229
474	0.5193681612
475	0.5193314756
476	0.5193045324
477	0.5192669779
478	0.5191868133
479	0.5191551726
480	0.5191354362
481	0.5190893087
482	0.5190662821
483	0.5190244421
484	0.5189819587
485	0.5189579155
486	0.5189152656
487	0.5188949147
488	0.5188710353
489	0.5188444372
490	0.5188318977
491	0.5187623219
492	0.5187288008
493	0.5187174728
494	0.5186632554
495	0.5185998466
496	0.5185673005
497	0.5185427631
498	0.518507461
499	0.5184614004
500	0.5184444163
501	0.518418323
502	0.5183715124
503	0.5183110289
504	0.5182789222
505	0.5182527708
506	0.5182492925
507	0.5182467629
508	0.5182122277
509	0.5181792737
510	0.5181286864
511	0.518091767
512	0.5180499653
513	0.5180333493
514	0.5180075618
515	0.5179810099
516	0.5179258157
517	0.5179224489
518	0.517891915
519	0.5178770608
520	0.517841654
521	0.5177984496
522	0.5177731963
523	0.5177192626
524	0.5176730665
525	0.5176219025
526	0.5175818347
527	0.5175569206
528	0.5175547443
529	0.5175356133
530	0.5174902153
531	0.5174404496
532	0.5174055498
533	0.5173808512
534	0.5173561369
535	0.517314985
536	0.517280556
537	0.5172430582
538	0.5172046374
539	0.5171698827
540	0.5171603584
541	0.5171214252
542	0.5170806935
543	0.5170160101
544	0.5169613863
545	0.5169592285
546	0.516932437
547	0.5168996471
548	0.5168804649
549	0.5168492247
550	0.5168166456
551	0.516814088
552	0.5167734532
553	0.5167318813
554	0.5166707914
555	0.5166462953
556	0.5166451886
557	0.5166286899
558	0.5165803665
559	0.5165155867
560	0.5164810907
561	0.5164151505
562	0.5163932942
563	0.5163555784
564	0.5163055165
565	0.5162808818
566	0.5162152426
567	0.5161916542
568	0.516143566
569	0.5160961181
570	0.5160751406
571	0.5160403532
572	0.5160079025
573	0.5159723689
574	0.5159288538
575	0.5159076354
576	0.5159056545
577	0.5158653132
578	0.5158388598
579	0.5158225901
580	0.5157674205
581	0.5157516645
582	0.5156966328
583	0.5156790808
584	0.5156141571
585	0.5155821797
586	0.5155548835
587	0.5155143199
588	0.5154698868
589	0.5154435657
590	0.5153973723
591	0.5153709514
592	0.5153428738
593	0.5152991888
594	0.5152409169
595	0.5151836722
596	0.5151485643
597	0.5151050478
598	0.5150641579
599	0.5150392142
600	0.5149978994
601	0.5149587123
602	0.5149219648
603	0.5148785447
604	0.5148354753
605	0.5148336618
606	0.5148049411
607	0.5147738661
608	0.5147478062
609	0.5146912187
610	0.5146616106
611	0.5146130904
612	0.5145845762
613	0.5145339393
614	0.5144931348
615	0.5144476212
616	0.5143942093
617	0.5143922657
618	0.5143391245
619	0.5143034522
620	0.514245092
621	0.5142242362
622	0.5141917828
623	0.5141804818
624	0.5141248224
625	0.5141172695
626	0.5140589673
627	0.5140236691
628	0.5140050777
629	0.5139643827
630	0.5139356232
631	0.5139257563
632	0.5138881276
633	0.513849594
634	0.5138330757
635	0.5137942904
636	0.5137505593
637	0.5136915542
638	0.5136678019
639	0.513636253
640	0.5135699499
641	0.5135213163
642	0.5134740966
643	0.5134220875
644	0.5133809685
645	0.5133426552
646	0.5133205033
647	0.5132609147
648	0.5132352318
649	0.5132165278
650	0.5131985959
651	0.5131665156
652	0.5131516229
653	0.5131269185
654	0.5130853557
655	0.5130718412
656	0.5130424702
657	0.5130412147
658	0.5130190251
659	0.5129857395
660	0.5129464345
661	0.5128982513
662	0.5128630558
663	0.5128571031
664	0.5128311654
665	0.5127958413
666	0.5127482083
667	0.5127239445
668	0.5126870579
669	0.5126425841
670	0.5126127768
671	0.5125814531
672	0.5125320511
673	0.5124928649
674	0.512456818
675	0.5124305212
676	0.5123856598
677	0.512357932
678	0.5123168579
679	0.5122738768
680	0.5122389808
681	0.5122220265
682	0.5121726422
683	0.512154975
684	0.5121263288
685	0.5121084161
686	0.5120569593
687	0.5120239958
688	0.5120086053
689	0.5119821482
690	0.5119764285
691	0.5119671085
692	0.511926963
693	0.511920833
694	0.5118857522
695	0.5118537608
696	0.511833957
697	0.5117831071
698	0.5117579854
699	0.511703334
700	0.5116971486
701	0.511665385
702	0.5116392368
703	0.5116176166
704	0.5115733094
705	0.511544726
706	0.5115079165
707	0.5114763131
708	0.5114508849
709	0.5113947832
710	0.5113574274
711	0.5113193575
712	0.5112817876
713	0.5112304207
714	0.5112210556
715	0.5111872056
716	0.5111702891
717	0.5111241132
718	0.511108148
719	0.5110665322
720	0.5110660952
721	0.5110225176
722	0.5109813413
723	0.5109654534
724	0.5109334356
725	0.5109084089
726	0.5108807885
727	0.5108704301
728	0.5108357039
729	0.5108056448
730	0.5107694423
731	0.5107458243
732	0.5107044117
733	0.5106541172
734	0.510617981
735	0.5105644409
736	0.510544146
737	0.5104882545
738	0.5104768054
739	0.5104378503
740	0.5103830389
741	0.5103358222
742	0.5102838211
743	0.5102637626
744	0.5102433707
745	0.5101921441
746	0.5101572396
747	0.5101456502
748	0.5100984821
749	0.5100778511
750	0.5100503774
751	0.5100147581
752	0.5099952791
753	0.5099345073
754	0.5098834722
755	0.5098565096
756	0.5098189366
757	0.5097703441
758	0.5097302418
759	0.5096910607
760	0.5096747965
761	0.509644188
762	0.5096044845
763	0.5095667161
764	0.5095410775
765	0.5095003537
766	0.5094527801
767	0.5094267375
768	0.5093772324
769	0.5093660065
770	0.5093485976
771	0.5093246705
772	0.5092946671
773	0.5092704492
774	0.5092381041
775	0.5092102028
776	0.5091977597
777	0.5091543808
778	0.5091280224
779	0.5090951706
780	0.5090581039
781	0.5090512305
782	0.5090168413
783	0.5089947826
784	0.5089662582
785	0.5089468432
786	0.5089127141
787	0.5088791451
788	0.5088527415
789	0.5088009904
790	0.5087767529
791	0.5087592205
792	0.5087257686
793	0.5086975202
794	0.5086714404
795	0.5086618433
796	0.5086248913
797	0.5085896027
798	0.5085447373
799	0.5085060819
800	0.5084754957
801	0.5084369887
802	0.5084153902
803	0.5083944469
804	0.5083469783
805	0.5083166918
806	0.5082860723
807	0.5082374129
808	0.5082148138
809	0.5081750627
810	0.5081464058
811	0.508099757
812	0.5080674752
813	0.5080381834
814	0.5080247377
815	0.5080118006
816	0.5079875271
817	0.5079594314
818	0.507925295
819	0.5078858708
820	0.5078271654
821	0.5078245712
822	0.5077886355
823	0.5077638576
824	0.5077325588
825	0.5076908524
826	0.5076637097
827	0.5076318766
828	0.5076164556
829	0.5075926445
830	0.5075643008
831	0.5075242693
832	0.5074971486
833	0.5074437875
834	0.5073967643
835	0.5073532477
836	0.5073282583
837	0.5072754716
838	0.5072312922
839	0.5072033432
840	0.5071718689
841	0.507134031
842	0.507071986
843	0.5070139741
844	0.5069580604
845	0.5069571027
846	0.5069264601
847	0.506899796
848	0.5068713922
849	0.5068531961
850	0.5068286736
851	0.506784533
852	0.5067571557
853	0.5067300475
854	0.5066995289
855	0.5066597828
856	0.5066146317
857	0.5065565437
858	0.5065425029
859	0.5065189912
860	0.506491126
861	0.5064575035
862	0.5064231995
863	0.5064018349
864	0.5063653321
865	0.5063343806
866	0.506319335
867	0.5062855201
868	0.5062790463
869	0.5062377255
870	0.5062218651
871	0.5062093803
872	0.5061770432
873	0.5061278308
874	0.5061148074
875	0.5060829683
876	0.5060701185
877	0.5060342506
878	0.5059922117
879	0.5059752251
880	0.505940979
881	0.5059137533
882	0.5058771588
883	0.5058543557
884	0.5058143171
885	0.5057855908
886	0.5057526301
887	0.5057197759
888	0.5056865305
889	0.5056590927
890	0.5056221028
891	0.5055771917
892	0.5055566686
893	0.5055123162
894	0.5054881147
895	0.5054764817
896	0.5054617979
897	0.5054597614
898	0.505428818
899	0.5053842948
900	0.5053746008
901	0.5053329725
902	0.5053109812
903	0.5052948418
904	0.5052607906
905	0.5052247195
906	0.5051740751
907	0.5051734519
908	0.5051363263
909	0.5050986586
910	0.5050494507
911	0.5050232824
912	0.5050134946
913	0.5049998789
914	0.5049798086
915	0.504936535
916	0.5049167603
917	0.504915449
918	0.5048749081
919	0.5048346386
920	0.5048225165
921	0.5047907139
922	0.5047613318
923	0.5047499485
924	0.5047277869
925	0.5047087785
926	0.5046900451
927	0.5046632301
928	0.5046402445
929	0.5045964953
930	0.5045682763
931	0.5045129625
932	0.5044911869
933	0.5044598019
934	0.5044315197
935	0.5043984044
936	0.5043736901
937	0.5043727203
938	0.5043188151
939	0.5042817059
940	0.5042222737
941	0.5041864953
942	0.5041814899
943	0.5041584558
944	0.504151776
945	0.5041060344
946	0.5041015055
947	0.5040711966
948	0.5040386637
949	0.5040006897
950	0.5039750599
951	0.50393442
952	0.5039003069
953	0.50387631
954	0.5038352599
955	0.5038050415
956	0.5037437359
957	0.5037315343
958	0.5036882408
959	0.503673342
960	0.5036465662
961	0.503614961
962	0.5035926301
963	0.5035706842
964	0.5035420118
965	0.5035031408
966	0.5034786095
967	0.5034437352
968	0.5034165443
969	0.5033950024
970	0.5033567761
971	0.5033251068
972	0.5032935109
973	0.5032777611
974	0.5032313447
975	0.5031957493
976	0.5031505205
977	0.5031221955
978	0.5030997256
979	0.5030860796
980	0.5030675074
981	0.503049936
982	0.5030073963
983	0.5029690245
984	0.5029603842
985	0.5029347148
986	0.5029079146
987	0.5028823379
988	0.502871289
989	0.5028383867
990	0.5028235153
991	0.5028092448
992	0.5027717847
993	0.5027250195
994	0.5026866493
995	0.5026612995
996	0.5026059064
997	0.5025757498
998	0.5025661053
999	0.5025101647
